query,significant,p_value,term_size,query_size,intersection_size,precision,recall,term_id,source,term_name,effective_domain_size,source_order,parents,highlighted
query_1,TRUE,0.00745341413862477,60,7127,33,0.00463027921986811,0.55,GO:0031593,GO:MF,polyubiquitin modification-dependent protein binding,24945,4170,GO:0140030,TRUE
query_1,TRUE,0.0125897757687355,105,7135,47,0.00658724597056762,0.447619047619048,GO:0030684,GO:CC,preribosome,26959,970,GO:1990904,TRUE
query_1,TRUE,0.0126031169448098,132,7127,60,0.00841868949066929,0.454545454545455,GO:0005201,GO:MF,extracellular matrix structural constituent,24945,1353,GO:0005198,TRUE
query_1,TRUE,0.0139954229044226,11,7127,10,0.00140311491511155,0.909090909090909,GO:0000014,GO:MF,single-stranded DNA endodeoxyribonuclease activity,24945,5,GO:0004520,TRUE
query_1,TRUE,0.0142583583249915,74,7127,38,0.00533183667742388,0.513513513513513,GO:0000049,GO:MF,tRNA binding,24945,15,GO:0003723,TRUE
query_1,TRUE,0.0154903561086887,62,7094,33,0.00465181843811672,0.532258064516129,GO:0051205,GO:BP,protein insertion into membrane,26856,14243,c("GO:0008104", "GO:0061024", "GO:0090150"),TRUE
query_1,TRUE,0.0188494479027354,20,7094,15,0.00211446292641669,0.75,GO:0006851,GO:BP,mitochondrial calcium ion transmembrane transport,26856,2557,GO:0070588,TRUE
query_1,TRUE,0.0188494479027354,20,7094,15,0.00211446292641669,0.75,GO:0031000,GO:BP,response to caffeine,26856,7314,c("GO:0014074", "GO:0043279"),TRUE
query_1,TRUE,0.0278155564770241,354,7094,130,0.018325345362278,0.367231638418079,GO:0048511,GO:BP,rhythmic process,26856,13446,GO:0008150,TRUE
query_1,TRUE,0.0327875423468365,27,7094,18,0.00253735551170003,0.666666666666667,GO:0010742,GO:BP,macrophage derived foam cell differentiation,26856,4439,GO:0090077,TRUE
query_1,TRUE,0.0337186481898246,41,7094,24,0.0033831406822667,0.585365853658537,GO:0002335,GO:BP,mature B cell differentiation,26856,881,GO:0030183,TRUE
query_1,TRUE,0.0337186481898246,41,7094,24,0.0033831406822667,0.585365853658537,GO:0010664,GO:BP,negative regulation of striated muscle cell apoptotic process,26856,4381,c("GO:0010656", "GO:0010658", "GO:0010662"),TRUE
query_1,TRUE,0.0443346839560495,54,7094,29,0.00408796165773893,0.537037037037037,GO:0045332,GO:BP,phospholipid translocation,26856,11973,c("GO:0015914", "GO:0034204"),TRUE
query_1,TRUE,0.0498431221028846,80,7127,39,0.00547214816893504,0.4875,GO:0003725,GO:MF,double-stranded RNA binding,24945,348,GO:0003723,TRUE
